nip,nama,opd,tanggal,status_hadir,menit_terlambat,potong_gaji,kode_asli
200111162024061001,Pegawai 154,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-17,Libur,0,0,LIB
200112292024011001,Pegawai 44,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-17,Libur,0,0,LIB
200203142025051001,Pegawai 50,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-17,Libur,0,0,LIB
200204142024061001,Pegawai 241,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-17,Libur,0,0,LIB
200207182024112001,Pegawai 166,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-17,Libur,0,0,LIB
200301022024032001,Pegawai 103,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-17,Libur,0,0,LIB
200306192024121001,Pegawai 64,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-17,Libur,0,0,LIB
200409252024091001,Pegawai 8,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-17,Libur,0,0,LIB
196703211999081001,Pegawai 28,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Alpha,0,35000,A1
196705041997121001,Pegawai 180,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
196802221996101001,Pegawai 158,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
196805281988091001,Pegawai 240,1010402- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM,2026-02-18,Hadir,0,0,
196807121999061001,Pegawai 124,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Alpha,0,35000,A1
196809291997031001,Pegawai 126,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
196811301992061001,Pegawai 226,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
196812051998051001,Pegawai 234,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
196906171998021001,Pegawai 236,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
196908311989051001,Pegawai 5,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
196911101996022001,Pegawai 60,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197002211996061001,Pegawai 249,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Tidak Absen Pulang,0,35000,TAP1
197004031996052001,Pegawai 207,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197005011998022001,Pegawai 198,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197005122026091001,Pegawai 14,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197007141985121001,Pegawai 202,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197008102026011001,Pegawai 90,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197012012000021001,Pegawai 97,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197102031994061001,Pegawai 182,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197104191994041001,Pegawai 213,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Terlambat,2,0,TL2m PC3m
197110022025071001,Pegawai 1,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197110152025031001,Pegawai 6,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Libur,0,0,LIB
197202101998031001,Pegawai 216,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197205151997071001,Pegawai 219,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197209041999011001,Pegawai 56,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197209142000011001,Pegawai 127,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197209182009082001,Pegawai 197,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197301232027042001,Pegawai 148,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197304142007052001,Pegawai 244,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197307211994051001,Pegawai 235,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197308181996122001,Pegawai 85,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197308252026121001,Pegawai 16,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197309202007042001,Pegawai 212,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197401102009071001,Pegawai 210,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197403192025022001,Pegawai 208,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
197405021997021001,Pegawai 75,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197407072010042001,Pegawai 27,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197407302010112001,Pegawai 152,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197408212026051001,Pegawai 32,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197411212024121001,Pegawai 204,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197502271997061001,Pegawai 232,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197504022025121001,Pegawai 157,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197509042009091001,Pegawai 193,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
197509132027031001,Pegawai 43,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Libur,0,0,LIB
197510172010012001,Pegawai 77,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
197602292010122001,Pegawai 246,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197603292007082001,Pegawai 95,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
197604101998081001,Pegawai 130,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
197604211999042001,Pegawai 69,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Terlambat,50,135000,TL50m
197608271997082001,Pegawai 109,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197609212026011001,Pegawai 62,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197610052023051001,Pegawai 222,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197705272023041001,Pegawai 110,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197707212009111001,Pegawai 206,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197708132026041001,Pegawai 230,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197709242025121001,Pegawai 172,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Libur,0,0,LIB
197709292026091001,Pegawai 105,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197712122024041001,Pegawai 7,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197801092012042001,Pegawai 108,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197805102027062001,Pegawai 143,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Tidak Absen Pulang,270,135000,TL270m TAP1
197806042008041001,Pegawai 78,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197807072025081001,Pegawai 184,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197808032025041001,Pegawai 224,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197808272027051001,Pegawai 15,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
197902112016041001,Pegawai 31,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197906092025071001,Pegawai 220,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197906252026061001,Pegawai 221,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197907072024062001,Pegawai 67,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
197907192027091001,Pegawai 35,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Libur,0,0,LIB
197908242009031001,Pegawai 133,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
197908252026041001,Pegawai 185,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
197910012026071001,Pegawai 118,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198001192027102001,Pegawai 218,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198002292026032001,Pegawai 96,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
198003012025061001,Pegawai 137,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198007042023121001,Pegawai 107,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198009112026061001,Pegawai 228,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Libur,0,0,LIB
198011292025051001,Pegawai 114,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198101052016061001,Pegawai 61,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198110312024051001,Pegawai 58,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198204042024081001,Pegawai 200,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Libur,0,0,LIB
198206082026111001,Pegawai 68,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198211022024122001,Pegawai 186,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198303142024041001,Pegawai 215,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198311132026121001,Pegawai 37,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198312192001122001,Pegawai 150,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198401262027111001,Pegawai 106,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Terlambat,50,135000,TL50m
198406302024051001,Pegawai 76,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
198408022010081001,Pegawai 99,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198410102026081001,Pegawai 12,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Ijin,0,0,I1
198411102025031001,Pegawai 116,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198505122026101001,Pegawai 63,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198506242024011001,Pegawai 2,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198512162009122001,Pegawai 48,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198601042026021001,Pegawai 139,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198601242027111001,Pegawai 141,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
198602132024061001,Pegawai 101,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Alpha,0,35000,A1
198607182026021001,Pegawai 247,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198609172025041001,Pegawai 112,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Libur,0,0,LIB
198610032010031001,Pegawai 79,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
198610242025051001,Pegawai 111,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198611222025061001,Pegawai 113,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
198703262009081001,Pegawai 42,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198704072024011001,Pegawai 128,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Alpha,0,35000,A1
198710292027041001,Pegawai 217,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198804282024031001,Pegawai 46,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Libur,0,0,LIB
198807062010112001,Pegawai 177,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Ijin,0,0,I1
198807112009092001,Pegawai 245,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198901292027011001,Pegawai 57,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
198905262012022001,Pegawai 119,101040201- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA,2026-02-18,Hadir,0,0,
198907192024071001,Pegawai 153,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
198909112026121001,Pegawai 194,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
199007052026042001,Pegawai 26,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Terlambat,12,35000,TL12m
199007182015041001,Pegawai 225,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
199009012024051001,Pegawai 168,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Tidak Absen Pulang,0,35000,TAP1
199009092012091001,Pegawai 70,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
199107202015011001,Pegawai 135,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
199112282024102001,Pegawai 122,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Libur,0,0,LIB
199201312026042001,Pegawai 102,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Hadir,0,0,
199202032024061001,Pegawai 248,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
199202062025111001,Pegawai 243,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
199203272014031001,Pegawai 142,101040202- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN RUMAH TANGGA,2026-02-18,Tidak Absen Pulang,0,35000,TAP1
199204242016121001,Pegawai 54,10104020101- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN TATA USAHA - SUB BAGIAN UMUM DAN KEPEGAWAIAN,2026-02-18,Hadir,0,0,
199206052023081001,Pegawai 81,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Terlambat,81,135000,TL81m
199207062025092001,Pegawai 233,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
199207132024111001,Pegawai 239,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Hadir,0,0,
199207292025031001,Pegawai 71,101040203- SEKRETARIAT DAERAH - ASISTEN ADMINISTRASI UMUM - BIRO UMUM - BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2026-02-18,Libur,0,0,LIB
