NIP,NAMA,Periode,Orientasi_Pelayanan,Akuntabel,Kompeten,Harmonis,Loyal,Adaptif,Kolaboratif,Rata_7_Aspek,Kategori_7_Aspek,Waktu_Update
199007052026042001,PEGAWAI 26,2026-02,75,73,71,93,82,73,91,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197407072010042001,PEGAWAI 27,2026-02,77,85,78,87,77,77,81,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196703211999081001,PEGAWAI 28,2026-02,90,88,79,78,92,95,70,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199510282017052001,PEGAWAI 29,2026-02,72,78,73,71,73,80,75,74.6,Dibawah Ekspektasi,03-08-2026 14:21:00
199309052025111001,PEGAWAI 3,2026-02,81,79,78,79,92,82,90,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200009252026081001,PEGAWAI 30,2026-02,79,94,91,85,77,82,70,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197902112016041001,PEGAWAI 31,2026-02,71,72,83,89,91,79,74,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197408212026051001,PEGAWAI 32,2026-02,86,84,70,88,92,94,83,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199312022025061001,PEGAWAI 33,2026-02,81,73,72,70,81,81,89,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199802092022051001,PEGAWAI 34,2026-02,83,95,79,81,77,79,85,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197907192027091001,PEGAWAI 35,2026-02,80,93,70,73,82,82,80,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196706011999021001,PEGAWAI 36,2026-02,84,95,91,92,89,83,78,87.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198311132026121001,PEGAWAI 37,2026-02,88,89,72,70,77,90,78,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197611302024091001,PEGAWAI 38,2026-02,76,71,93,85,75,73,71,77.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199511092023012001,PEGAWAI 39,2026-02,71,73,93,82,77,80,83,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199302282027111001,PEGAWAI 4,2026-02,75,78,86,81,91,92,70,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199606152023062001,PEGAWAI 40,2026-02,82,75,74,78,85,86,77,79.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199602042026041001,PEGAWAI 41,2026-02,86,73,87,84,73,79,76,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198703262009081001,PEGAWAI 42,2026-02,79,93,91,91,93,71,72,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197509132027031001,PEGAWAI 43,2026-02,73,80,93,80,95,83,77,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200112292024011001,PEGAWAI 44,2026-02,70,90,90,90,92,90,88,87.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199710182025112001,PEGAWAI 45,2026-02,73,92,81,92,90,93,85,86.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198804282024031001,PEGAWAI 46,2026-02,79,71,94,87,87,73,84,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199809052024081001,PEGAWAI 47,2026-02,89,92,88,80,93,82,87,87.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198512162009122001,PEGAWAI 48,2026-02,87,78,73,86,82,87,88,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198304082024101001,PEGAWAI 49,2026-02,84,90,93,81,79,72,84,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196908311989051001,PEGAWAI 5,2026-02,88,84,90,93,76,80,89,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
200203142025051001,PEGAWAI 50,2026-02,80,93,75,91,72,93,82,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199211072027091001,PEGAWAI 51,2026-02,74,72,95,75,83,87,76,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199906162024101001,PEGAWAI 52,2026-02,75,87,83,76,70,71,95,79.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199806252027041001,PEGAWAI 53,2026-02,82,84,87,80,78,85,74,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199204242016121001,PEGAWAI 54,2026-02,86,85,71,89,87,86,83,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197202022024051001,PEGAWAI 55,2026-02,81,83,75,84,84,89,75,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197209041999011001,PEGAWAI 56,2026-02,77,87,76,84,81,85,82,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198901292027011001,PEGAWAI 57,2026-02,72,85,82,85,78,76,70,78.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198110312024051001,PEGAWAI 58,2026-02,85,92,91,84,73,92,79,85.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199904262025092001,PEGAWAI 59,2026-02,80,90,92,70,82,94,83,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197110152025031001,PEGAWAI 6,2026-02,87,72,92,71,70,81,86,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
196911101996022001,PEGAWAI 60,2026-02,81,82,82,88,80,84,72,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198101052016061001,PEGAWAI 61,2026-02,77,86,88,91,81,92,86,85.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197609212026011001,PEGAWAI 62,2026-02,89,72,71,83,72,89,95,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198505122026101001,PEGAWAI 63,2026-02,71,70,70,72,72,70,69,70.6,Dibawah Ekspektasi,03-08-2026 14:21:00
200306192024121001,PEGAWAI 64,2026-02,88,76,87,74,76,93,88,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199711142024012001,PEGAWAI 65,2026-02,81,84,75,73,81,71,79,77.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199502192024012001,PEGAWAI 66,2026-02,71,80,92,92,84,74,70,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197907072024062001,PEGAWAI 67,2026-02,74,78,92,73,92,83,79,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198206082026111001,PEGAWAI 68,2026-02,87,86,80,93,82,70,87,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197604211999042001,PEGAWAI 69,2026-02,88,91,95,74,89,80,94,87.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197712122024041001,PEGAWAI 7,2026-02,77,92,71,84,90,76,85,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199009092012091001,PEGAWAI 70,2026-02,94,92,94,97,85,88,90,91.4,Diatas Ekspektasi,03-08-2026 14:21:00
199207292025031001,PEGAWAI 71,2026-02,89,90,70,78,85,95,87,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199405252026092001,PEGAWAI 72,2026-02,70,91,75,89,72,74,89,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
200104282024022001,PEGAWAI 73,2026-02,80,90,95,81,85,86,77,84.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199509262026081001,PEGAWAI 74,2026-02,78,80,80,86,91,92,92,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197405021997021001,PEGAWAI 75,2026-02,75,90,89,73,95,95,73,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198406302024051001,PEGAWAI 76,2026-02,90,77,83,77,71,82,70,78.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197510172010012001,PEGAWAI 77,2026-02,73,71,82,74,78,93,87,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197806042008041001,PEGAWAI 78,2026-02,77,78,79,86,70,70,87,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198610032010031001,PEGAWAI 79,2026-02,90,75,93,75,87,95,77,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
200409252024091001,PEGAWAI 8,2026-02,82,79,94,94,81,73,94,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197105162024081001,PEGAWAI 80,2026-02,76,81,79,83,82,88,77,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199206052023081001,PEGAWAI 81,2026-02,88,87,80,75,83,75,83,81.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199707032025072001,PEGAWAI 82,2026-02,84,85,89,74,76,88,93,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199211022017021001,PEGAWAI 83,2026-02,84,73,87,74,70,85,89,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199303022027022001,PEGAWAI 84,2026-02,79,84,75,89,73,86,91,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197308181996122001,PEGAWAI 85,2026-02,88,95,71,88,85,74,73,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199907092025121001,PEGAWAI 86,2026-02,77,71,90,87,94,84,72,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199603072024071001,PEGAWAI 87,2026-02,87,80,95,78,91,76,86,84.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199705172021121001,PEGAWAI 88,2026-02,85,75,93,83,77,93,79,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199208022018051001,PEGAWAI 89,2026-02,79,88,95,71,73,86,91,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199811082026012001,PEGAWAI 9,2026-02,83,85,93,85,94,87,81,86.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197008102026011001,PEGAWAI 90,2026-02,70,90,77,90,83,75,78,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197802232023071001,PEGAWAI 91,2026-02,88,85,72,76,86,91,72,81.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199702232025072001,PEGAWAI 92,2026-02,85,80,73,85,82,87,70,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199211142025102001,PEGAWAI 93,2026-02,75,70,78,80,79,87,84,79.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199511092024041001,PEGAWAI 94,2026-02,76,93,76,84,95,74,70,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197603292007082001,PEGAWAI 95,2026-02,77,78,82,86,82,76,71,78.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198002292026032001,PEGAWAI 96,2026-02,86,77,77,92,77,87,82,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197012012000021001,PEGAWAI 97,2026-02,85,77,71,80,77,82,94,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199906232027032001,PEGAWAI 98,2026-02,70,91,79,87,71,89,77,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198408022010081001,PEGAWAI 99,2026-02,98,93,90,92,94,95,92,93.4,Diatas Ekspektasi,03-08-2026 14:21:00
197110022025071001,PEGAWAI 1,2026-03,72,93,80,71,77,90,95,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198103082027061001,PEGAWAI 10,2026-03,90,74,81,72,90,77,95,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197505052025011001,PEGAWAI 100,2026-03,75,79,79,81,74,71,76,76.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198602132024061001,PEGAWAI 101,2026-03,91,75,94,87,95,90,93,89.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199201312026042001,PEGAWAI 102,2026-03,81,80,72,87,80,77,89,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200301022024032001,PEGAWAI 103,2026-03,92,85,87,76,94,85,81,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
200103242025062001,PEGAWAI 104,2026-03,77,95,89,92,89,76,77,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197709292026091001,PEGAWAI 105,2026-03,71,80,77,72,87,95,92,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198401262027111001,PEGAWAI 106,2026-03,72,76,83,75,92,77,84,79.9,Sesuai Ekspektasi,03-08-2026 14:21:00
198007042023121001,PEGAWAI 107,2026-03,91,92,73,85,71,72,74,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197801092012042001,PEGAWAI 108,2026-03,90,84,72,71,91,85,93,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197608271997082001,PEGAWAI 109,2026-03,81,94,74,81,83,89,87,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197504282026011001,PEGAWAI 11,2026-03,88,90,89,73,95,78,89,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197705272023041001,PEGAWAI 110,2026-03,73,89,92,90,95,76,81,85.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198610242025051001,PEGAWAI 111,2026-03,74,77,81,76,93,78,89,81.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198609172025041001,PEGAWAI 112,2026-03,85,83,95,90,91,79,82,86.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198611222025061001,PEGAWAI 113,2026-03,83,88,86,83,85,90,73,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198011292025051001,PEGAWAI 114,2026-03,80,93,95,78,77,91,93,86.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199904252027051001,PEGAWAI 115,2026-03,88,75,77,73,89,94,85,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198411102025031001,PEGAWAI 116,2026-03,92,88,77,79,92,72,77,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198901102024051001,PEGAWAI 117,2026-03,90,81,83,89,71,79,89,83.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197910012026071001,PEGAWAI 118,2026-03,79,95,71,75,86,71,92,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198905262012022001,PEGAWAI 119,2026-03,70,88,94,87,95,91,75,85.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198410102026081001,PEGAWAI 12,2026-03,83,83,78,73,94,83,85,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197312182024051001,PEGAWAI 120,2026-03,80,78,94,90,80,84,73,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197211012027112001,PEGAWAI 121,2026-03,79,81,72,78,77,83,70,77.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199112282024102001,PEGAWAI 122,2026-03,79,70,73,88,86,83,72,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199610252025012001,PEGAWAI 123,2026-03,93,91,87,89,87,83,86,88.0,Sesuai Ekspektasi,03-08-2026 14:21:00
196807121999061001,PEGAWAI 124,2026-03,81,92,85,95,88,89,77,86.7,Sesuai Ekspektasi,03-08-2026 14:21:00
200102282024041001,PEGAWAI 125,2026-03,87,73,81,78,85,83,91,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
196809291997031001,PEGAWAI 126,2026-03,77,91,93,92,74,72,75,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197209142000011001,PEGAWAI 127,2026-03,72,74,82,93,89,95,84,84.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198704072024011001,PEGAWAI 128,2026-03,77,87,78,91,76,84,76,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197511032025021001,PEGAWAI 129,2026-03,91,71,86,74,84,84,84,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199405232026081001,PEGAWAI 13,2026-03,83,73,92,74,71,79,89,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197604101998081001,PEGAWAI 130,2026-03,75,76,92,80,77,72,70,77.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197308052024081001,PEGAWAI 131,2026-03,86,75,95,92,85,71,82,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198403152025011001,PEGAWAI 132,2026-03,78,95,97,93,91,96,92,91.7,Diatas Ekspektasi,03-08-2026 14:21:00
197908242009031001,PEGAWAI 133,2026-03,80,88,70,90,82,83,71,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199602112017111001,PEGAWAI 134,2026-03,86,79,81,79,78,85,87,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199107202015011001,PEGAWAI 135,2026-03,85,70,94,86,84,72,81,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199905102024101001,PEGAWAI 136,2026-03,90,77,80,92,88,85,72,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198003012025061001,PEGAWAI 137,2026-03,83,92,91,88,90,74,92,87.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198804092025081001,PEGAWAI 138,2026-03,95,83,94,70,88,90,85,86.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198601042026021001,PEGAWAI 139,2026-03,81,76,91,89,74,91,70,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197005122026091001,PEGAWAI 14,2026-03,88,74,90,87,71,70,89,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199512242025041001,PEGAWAI 140,2026-03,77,72,86,84,85,83,94,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198601242027111001,PEGAWAI 141,2026-03,70,84,84,85,80,91,71,80.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199203272014031001,PEGAWAI 142,2026-03,86,84,80,71,83,79,77,80.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197805102027062001,PEGAWAI 143,2026-03,92,83,80,72,88,85,81,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199608112024032001,PEGAWAI 144,2026-03,71,71,90,87,86,84,86,82.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199709182022092001,PEGAWAI 145,2026-03,79,81,70,77,91,76,93,81.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199702112027112001,PEGAWAI 146,2026-03,77,72,73,86,85,82,81,79.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199709222025122001,PEGAWAI 147,2026-03,92,73,95,76,92,84,74,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197301232027042001,PEGAWAI 148,2026-03,92,77,78,73,76,89,87,81.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199406152022112001,PEGAWAI 149,2026-03,97,92,94,95,94,92,84,92.6,Diatas Ekspektasi,03-08-2026 14:21:00
197808272027051001,PEGAWAI 15,2026-03,88,77,88,74,85,85,80,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
198312192001122001,PEGAWAI 150,2026-03,80,79,87,91,81,76,75,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199411112027072001,PEGAWAI 151,2026-03,90,87,79,88,78,74,82,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197407302010112001,PEGAWAI 152,2026-03,71,75,72,76,83,91,79,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198907192024071001,PEGAWAI 153,2026-03,81,89,85,82,84,80,90,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
200111162024061001,PEGAWAI 154,2026-03,71,69,72,70,72,70,72,70.9,Dibawah Ekspektasi,03-08-2026 14:21:00
198912212025112001,PEGAWAI 155,2026-03,93,90,85,81,71,70,75,80.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199911272025042001,PEGAWAI 156,2026-03,78,70,79,91,84,91,81,82.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197504022025121001,PEGAWAI 157,2026-03,76,80,70,93,82,81,80,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196802221996101001,PEGAWAI 158,2026-03,72,75,75,72,76,90,74,76.3,Sesuai Ekspektasi,03-08-2026 14:21:00
200007012025052001,PEGAWAI 159,2026-03,95,78,77,79,90,83,88,84.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197308252026121001,PEGAWAI 16,2026-03,92,91,87,92,75,89,71,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199712192026012001,PEGAWAI 160,2026-03,81,83,73,84,95,87,84,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
196804061988121001,PEGAWAI 161,2026-03,96,91,94,93,94,92,93,93.3,Diatas Ekspektasi,03-08-2026 14:21:00
199905012024101001,PEGAWAI 162,2026-03,77,76,76,72,80,89,86,79.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199411222023011001,PEGAWAI 163,2026-03,82,75,91,83,89,83,83,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199505112026022001,PEGAWAI 164,2026-03,82,74,93,82,94,71,81,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199710232023031001,PEGAWAI 165,2026-03,86,79,82,95,81,75,89,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
200207182024112001,PEGAWAI 166,2026-03,71,70,80,89,82,88,78,79.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199707112026021001,PEGAWAI 167,2026-03,93,95,72,90,76,84,75,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199009012024051001,PEGAWAI 168,2026-03,74,95,86,78,94,93,75,85.0,Sesuai Ekspektasi,03-08-2026 14:21:00
199712152021031001,PEGAWAI 169,2026-03,73,76,76,85,93,80,71,79.1,Sesuai Ekspektasi,03-08-2026 14:21:00
199610022023051001,PEGAWAI 17,2026-03,76,81,85,93,71,75,82,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
200109162026071001,PEGAWAI 170,2026-03,70,94,85,71,94,78,91,83.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199304302026041001,PEGAWAI 171,2026-03,80,72,94,79,76,93,73,81.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197709242025121001,PEGAWAI 172,2026-03,92,97,93,92,85,93,95,92.4,Diatas Ekspektasi,03-08-2026 14:21:00
199710022025021001,PEGAWAI 173,2026-03,76,77,78,72,75,83,82,77.6,Sesuai Ekspektasi,03-08-2026 14:21:00
198212212024111001,PEGAWAI 174,2026-03,76,73,82,87,89,89,83,82.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199906062024052001,PEGAWAI 175,2026-03,74,94,75,78,86,83,72,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
200006272027072001,PEGAWAI 176,2026-03,70,93,87,70,94,74,93,83.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198807062010112001,PEGAWAI 177,2026-03,72,75,87,87,93,78,94,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
199710152020032001,PEGAWAI 178,2026-03,90,76,80,70,85,79,89,81.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199812072025082001,PEGAWAI 179,2026-03,84,77,86,87,83,80,80,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
199411242018031001,PEGAWAI 18,2026-03,91,93,95,85,76,80,86,86.6,Sesuai Ekspektasi,03-08-2026 14:21:00
196705041997121001,PEGAWAI 180,2026-03,74,93,88,74,81,74,94,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197708012001031001,PEGAWAI 181,2026-03,72,76,94,74,82,73,76,78.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197102031994061001,PEGAWAI 182,2026-03,76,93,71,74,75,79,82,78.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199902272024042001,PEGAWAI 183,2026-03,87,78,95,82,90,89,78,85.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197807072025081001,PEGAWAI 184,2026-03,84,91,77,95,89,92,94,88.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197908252026041001,PEGAWAI 185,2026-03,84,89,89,74,88,76,93,84.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198211022024122001,PEGAWAI 186,2026-03,86,95,83,72,74,95,80,83.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199405102025011001,PEGAWAI 187,2026-03,72,87,76,77,90,90,85,82.4,Sesuai Ekspektasi,03-08-2026 14:21:00
196703241995021001,PEGAWAI 188,2026-03,84,85,93,92,94,74,84,86.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199403032026042001,PEGAWAI 189,2026-03,84,72,72,72,87,91,95,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199707162026051001,PEGAWAI 19,2026-03,94,78,76,93,81,93,72,83.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199301242026122001,PEGAWAI 190,2026-03,79,89,71,87,90,94,91,85.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199601172026122001,PEGAWAI 191,2026-03,90,86,94,74,79,87,70,82.9,Sesuai Ekspektasi,03-08-2026 14:21:00
199612012024062001,PEGAWAI 192,2026-03,93,92,89,80,92,75,77,85.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197509042009091001,PEGAWAI 193,2026-03,82,83,89,83,88,82,81,84.0,Sesuai Ekspektasi,03-08-2026 14:21:00
198909112026121001,PEGAWAI 194,2026-03,80,73,80,84,83,80,71,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197502272025072001,PEGAWAI 195,2026-03,71,93,86,95,85,79,88,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
199306202026012001,PEGAWAI 196,2026-03,77,77,94,86,80,90,93,85.3,Sesuai Ekspektasi,03-08-2026 14:21:00
197209182009082001,PEGAWAI 197,2026-03,72,92,82,91,75,71,78,80.1,Sesuai Ekspektasi,03-08-2026 14:21:00
197005011998022001,PEGAWAI 198,2026-03,73,95,93,76,93,73,90,84.7,Sesuai Ekspektasi,03-08-2026 14:21:00
200011172023052001,PEGAWAI 199,2026-03,92,90,95,90,90,81,86,89.1,Sesuai Ekspektasi,03-08-2026 14:21:00
198506242024011001,PEGAWAI 2,2026-03,78,91,86,94,77,80,72,82.6,Sesuai Ekspektasi,03-08-2026 14:21:00
199805282026122001,PEGAWAI 20,2026-03,71,86,86,79,75,95,84,82.3,Sesuai Ekspektasi,03-08-2026 14:21:00
198204042024081001,PEGAWAI 200,2026-03,94,93,91,92,90,92,94,92.3,Diatas Ekspektasi,03-08-2026 14:21:00
197102142028011001,PEGAWAI 201,2026-03,72,75,85,90,75,82,94,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197007141985121001,PEGAWAI 202,2026-03,88,70,72,76,80,83,75,77.7,Sesuai Ekspektasi,03-08-2026 14:21:00
198201012024071001,PEGAWAI 203,2026-03,77,70,72,85,95,86,82,81.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197411212024121001,PEGAWAI 204,2026-03,80,79,85,77,75,87,80,80.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197104092024121001,PEGAWAI 205,2026-03,70,85,73,80,79,70,80,76.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197707212009111001,PEGAWAI 206,2026-03,73,94,77,85,90,74,80,81.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197004031996052001,PEGAWAI 207,2026-03,88,72,81,81,78,83,83,80.9,Sesuai Ekspektasi,03-08-2026 14:21:00
197403192025022001,PEGAWAI 208,2026-03,77,82,92,77,73,70,93,80.6,Sesuai Ekspektasi,03-08-2026 14:21:00
196806031990081001,PEGAWAI 209,2026-03,78,75,77,92,70,86,73,78.7,Sesuai Ekspektasi,03-08-2026 14:21:00
196904171988061001,PEGAWAI 21,2026-03,94,81,70,75,86,95,91,84.6,Sesuai Ekspektasi,03-08-2026 14:21:00
197401102009071001,PEGAWAI 210,2026-03,89,79,74,81,77,79,83,80.3,Sesuai Ekspektasi,03-08-2026 14:21:00
196907041988121001,PEGAWAI 211,2026-03,79,92,92,78,87,72,86,83.7,Sesuai Ekspektasi,03-08-2026 14:21:00
197309202007042001,PEGAWAI 212,2026-03,90,88,91,93,88,70,82,86.0,Sesuai Ekspektasi,03-08-2026 14:21:00
197104191994041001,PEGAWAI 213,2026-03,92,70,94,94,80,79,75,83.4,Sesuai Ekspektasi,03-08-2026 14:21:00
197602042026051001,PEGAWAI 214,2026-03,83,78,94,80,84,85,87,84.4,Sesuai Ekspektasi,03-08-2026 14:21:00
